AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,CO,NOX,TEY
11.164,1015,88.378,5.0159,33.272,1100,527.34,14.106,0.31156,63.579,162.8
7.7408,1016,89.729,3.7537,23.76,1084.4,549.73,11.944,0.80827,79.424,134.87
7.3334,1016.1,91.403,3.7312,23.642,1083.9,549.69,11.802,0.65169,78.411,134.12
7.1875,1016.1,92.407,3.7739,23.848,1085.2,549.88,11.819,0.32057,77.152,133.68
7.808,1016.3,92.77,3.7907,23.949,1085.4,549.88,11.891,0.48593,77.987,133.69
8.278,1016,91.45,3.8328,23.971,1085.5,550.09,11.99,0.17675,77.981,133.69
8.5484,1015.7,92.484,3.9103,24.07,1086.1,549.9,11.985,0.2848,76.814,134
8.6131,1015.8,91.511,3.8863,23.969,1085.6,549.74,11.862,0.61968,78.021,133.69
8.5669,1016.1,92.252,3.8557,23.978,1085.3,549.59,11.739,0.8643,79.5,133.67
8.6192,1016.5,91.89,4.236,26.967,1090.4,542.89,12.631,1.0206,74.961,143.14
8.9742,1016.6,93.076,4.8948,32.06,1099.9,530.64,13.844,0.52454,67.093,161.32
9.4873,1016.9,94.757,4.9216,32.068,1100.2,530.75,13.839,0.65947,66.063,160.71
10.947,1016.8,94.616,4.9238,32.13,1100.2,530.87,13.954,0.6372,65.757,159.78
12.181,1016.7,91.87,4.9464,32.139,1100.5,530.64,13.999,0.39843,63.893,159.04
12.928,1016.2,92.136,3.9124,24.27,1086.3,549.32,11.931,1.2041,73.038,134.25
13.434,1015.8,87.9,5.0072,32.45,1099.8,529.72,13.931,1.0984,65.829,158.91
14.02,1015.6,82.442,4.8757,31.567,1099.8,532.22,13.771,1.1388,66.792,156.89
14.44,1015.5,79.78,4.9061,31.891,1099.9,531.51,13.801,0.37213,64.45,157.52
14.376,1015.5,81.235,4.8708,31.707,1100.2,532.64,13.782,0.47339,64.418,157.34
14.075,1015.5,82.805,4.9357,32.115,1100.1,531.34,13.876,0.76388,64.794,158.04
13.545,1015.7,86.679,5.0667,33.188,1099.9,527.98,14.093,0.60736,61.615,160.71
12.542,1015.7,84.288,4.9666,32.751,1100.1,529.15,14.005,0.22712,63.433,160.86
11.638,1015.5,87.048,4.9909,33.144,1100.1,527.8,14.133,0.16385,61.708,161.86
12.035,1015.3,85.392,4.9852,33.011,1099.9,528.33,14.075,0.11198,63.198,160.95
12.446,1015.4,82.611,4.9702,32.775,1100,529.47,14.021,0.044008,63.587,160.26
12.695,1015.3,81.757,3.9165,24.903,1088.4,549.42,12.168,0.48015,72.557,136.28
12.85,1015.2,80.562,3.849,24.37,1086.8,549.73,12.028,0.68917,74.155,134.45
12.203,1015.1,82.65,3.812,24.108,1084.9,549.85,11.859,0.87295,74.487,133.75
11.746,1015.1,84.546,3.7537,24.084,1084.9,550.29,11.857,0.86904,74.132,133.67
11.514,1015,85.971,3.828,24.154,1085.7,549.86,11.933,0.86865,74.203,134.13
11.972,1014.4,86.453,3.8505,24.166,1085.9,549.96,11.861,0.84483,73.823,133.66
12.716,1014.3,84.082,3.8794,24.263,1086,550.33,11.886,0.81178,74.101,133.66
12.544,1014.5,84.166,3.8602,24.221,1086.1,550.03,11.821,0.81561,74.631,133.58
12.426,1014.7,84.991,3.8426,24.074,1085,550.29,11.816,0.82982,72.096,132.98
12.539,1014.7,86.074,4.5782,29.613,1093.2,536.34,13.189,0.58466,67.067,148.92
12.887,1014.7,83.334,4.9039,32.218,1099.8,531.32,13.778,0.41229,64.414,158.15
13.323,1014.6,82.866,4.8739,31.603,1100.4,533.08,13.738,0.53082,65.294,156.68
13.615,1014.2,85.054,4.9354,31.959,1099.9,531.61,13.796,0.70985,66.102,157.31
13.813,1013.7,88.161,4.9017,31.655,1100,532.83,13.749,0.88591,66.727,156.72
13.818,1013.2,90.112,4.9899,32.222,1100,531.26,13.838,1.0443,65.275,157.73
14.043,1013.3,89.537,4.9389,31.848,1099.8,532.78,13.82,0.83395,65.151,156.94
13.926,1013.4,89.864,4.9312,32.009,1100.1,531.91,13.805,0.43549,64.549,157.42
13.83,1013.3,90.439,4.9438,31.801,1100.4,533.19,13.82,0.41712,64.547,157.02
13.801,1013.1,90.589,4.9527,31.935,1100.2,532.08,13.767,0.45112,64.351,157.28
13.896,1013.1,89.908,4.8827,31.603,1099.8,533.4,13.706,0.42012,64.994,156.38
13.949,1013.2,90.775,4.916,31.727,1100,532.8,13.731,0.39632,63.767,156.7
14.403,1013,90.502,4.9115,31.637,1100.2,533.13,13.795,0.3749,62.742,156.59
14.805,1012.9,88.349,4.963,32.096,1099.9,531.67,13.796,0.43331,62.087,157.54
14.778,1012.8,86.911,3.9239,24.308,1086.3,550.2,11.953,1.0992,70.037,133.54
13.779,1012.7,87.42,3.9556,24.77,1088.5,550.14,12.015,0.76032,71.875,135.77
13.085,1012.2,87.985,3.8897,24.392,1086.2,550.07,11.993,0.82158,71.109,134.34
13.135,1011.7,90.343,3.8854,24.199,1085.1,550,11.817,0.75577,71.307,133.29
12.975,1011.8,89.553,3.9006,24.316,1085.9,549.87,11.964,0.45783,70.472,134.06
13.252,1011.4,90.975,3.906,24.292,1085.7,550.09,11.875,0.98001,71.399,133.66
14.153,1010.6,89.815,3.95,24.321,1086.5,549.61,11.852,0.99542,79.047,133.65
14.576,1010.1,87.029,3.9691,24.284,1086.4,550.12,11.83,0.94939,90.676,133.67
14.717,1009.9,88.342,3.9776,24.268,1086.4,549.84,11.808,0.96789,102.3,133.67
14.648,1009.6,88.344,3.9923,24.296,1086.4,550.1,11.785,1.1136,87.064,133.67
14.919,1009.3,85.442,4.0097,24.289,1086.6,550.26,11.763,1.0371,71.64,133.61
15.883,1009.1,80.955,4.0799,24.299,1085.8,550.09,11.927,1.026,71.732,133.11
15.964,1009.7,83.96,4.0484,24.41,1086.9,550.38,11.935,1.371,68.609,134.09
14.647,1009.2,92.899,4.0307,24.27,1086.2,550.27,11.936,0.94713,67.949,133.69
14.526,1009,94.011,4.0255,24.251,1086.3,549.83,12.013,0.82606,70.394,133.68
14.485,1008.8,95.163,4.0824,24.528,1087.4,550.1,11.937,0.8892,70.68,134.9
14.727,1009,89.757,4.0332,24.307,1086.4,550.19,11.944,1.0495,70.905,133.67
14.401,1009,86.758,3.9462,24.27,1086.5,549.84,11.991,0.99212,70.281,133.66
14.32,1009.3,90.095,3.9901,24.518,1086.8,549.58,12.096,1.0165,70.547,134.56
13.978,1009.6,89.118,4.9692,31.949,1099.7,532.13,13.701,0.78783,64.278,157.89
13.585,1010.2,89.664,3.9199,24.507,1087,549.95,11.868,1.1288,71.948,134.78
13.89,1010.5,88.325,3.8074,24.268,1084.9,550,11.813,1.0757,69.707,133.12
12.157,1011.1,89.609,3.8501,24.067,1085.1,550.31,11.906,1.0159,71.634,133.7
10.013,1010.8,89.282,3.7544,23.616,1082.6,550.02,11.676,0.3966,74.4,132.67
9.4511,1010.4,90.107,3.7723,23.705,1083.6,550.01,11.84,1.0307,76.399,133.45
8.3283,1011.5,95.077,3.7752,23.625,1083.5,549.95,11.918,1.3902,78.043,133.87
7.4789,1010.8,96.901,3.7823,23.541,1083,549.96,11.847,1.4127,78.829,133.67
7.1925,1010.7,96.428,3.7695,23.535,1083,549.98,11.775,1.0733,73.971,133.66
7.0393,1010.8,96.453,3.7617,23.545,1083,549.94,11.746,0.93373,77.884,133.67
7.2172,1010.7,96.103,3.7674,23.588,1083.2,549.96,11.753,0.86319,77.867,133.66
7.6758,1010.8,95.935,3.7785,23.663,1083.2,549.97,11.742,1.0185,77.977,133.57
7.9616,1011.1,94.24,3.8283,24.103,1085.8,549.96,11.843,0.90924,78.303,135.56
8.3524,1011.7,93.474,5.0383,33.218,1100,527.79,14.056,0.55943,65.346,163.23
8.8093,1011.8,93.008,4.9892,32.736,1100.1,529.06,14.033,0.55617,65.163,162.4
9.2692,1012.2,92.001,4.9745,32.7,1100,528.98,14.008,0.55048,65.106,162.4
9.3438,1012.1,90.811,4.9447,32.354,1100.3,529.83,14.024,0.5168,64.887,161.99
9.2048,1011.9,89.864,4.9884,32.669,1099.9,528.34,14.049,0.45055,61.399,162.98
8.9018,1011.7,90.261,4.9635,32.494,1099.9,529.43,13.98,0.16986,64.133,162.77
8.7658,1011.5,89.577,5.0184,32.847,1099.9,528.03,14.037,2.1759,72.089,163.31
8.6679,1011.8,89.402,4.976,32.566,1100.4,528.66,14.066,2.4302,69.543,162.85
8.5987,1011.8,89.449,5.0171,32.869,1100.2,527.83,14.075,1.601,69.573,163.5
8.3521,1011.8,90.254,4.9651,32.316,1099.7,529.94,13.862,1.0439,67.247,162.63
8.2285,1011.9,90.595,4.974,32.567,1100.1,528.92,14.015,0.91969,66.011,162.96
8.2809,1011.5,89.787,4.9731,32.696,1100.3,528.31,14.082,0.79505,66.666,163.36
8.3435,1010.8,90.009,5.008,32.935,1100.3,527.8,14.152,0.69997,66.537,163.62
8.532,1009.8,90.948,5.0247,33,1099.9,527.61,14.178,0.72116,66.428,163.78
8.2247,1009.1,95.609,5.0552,32.978,1100.1,527.97,14.081,0.74912,65.631,163.6
7.9803,1008.7,98.652,5.0631,32.991,1099.5,527.95,14.062,0.56339,64.921,163.84
7.9837,1008.1,99.555,3.7737,23.307,1081.9,549.76,11.666,1.2874,77.715,132.89
7.9106,1008,99.48,3.7625,23.264,1081.8,549.83,11.624,1.3881,77.186,132.55
7.785,1008.2,99.172,3.8168,23.616,1083.6,549.92,11.891,1.3005,77.106,134.12
7.5117,1008.1,98.133,3.7824,23.488,1083,550,11.818,1.2445,77.147,133.67
7.3019,1008.2,96.438,3.7666,23.476,1082.9,550.02,11.745,1.2314,77.161,133.68
7.2812,1008.3,95.96,3.7708,23.475,1082.9,550,11.672,1.2504,77.131,133.68
7.2218,1008.4,94.642,3.7509,23.425,1082.6,550.09,11.598,1.2457,78.14,133.57
6.8968,1008.2,93.336,3.7909,23.888,1083.3,548.85,11.865,1.361,78.764,135.13
6.7758,1008.3,93.029,5.1192,33.864,1099.9,524.78,14.251,0.7851,65.469,166.46
6.8688,1008.6,91.438,4.9806,32.82,1099.8,527.6,14.088,0.75856,69.293,164.7
7.0694,1008.7,90.509,4.9524,32.602,1100.3,528.48,14.167,0.71987,69.05,164.31
7.1122,1008.8,87.765,4.9878,32.958,1100,527.2,14.129,0.83478,68.894,165.18
6.7531,1008.3,87.419,4.9278,32.718,1100.3,527.93,14.167,0.71646,69.323,165.09
6.3999,1007.8,86.545,4.9859,33.195,1100.1,526.84,14.176,0.77504,69.392,166.23
5.9429,1007.8,86.326,4.9511,33.041,1100.3,526.95,14.226,1.0024,69.44,166.25
5.4257,1007.5,86.272,4.9562,33.405,1100.1,525.8,14.223,0.86362,68.783,167.07
4.6971,1007.4,91.016,4.9391,33.258,1100.4,526.53,14.265,0.3719,65.543,167.19
4.1467,1007.6,95.693,5.0271,33.492,1099.8,525.4,14.202,0.42679,69.546,167.9
3.9427,1008.1,97.486,5.065,33.263,1100.2,526.06,14.225,0.6339,66.68,167.5
3.9986,1008.5,97.208,5.0982,33.651,1100.1,524.88,14.304,0.72412,66.934,168.37
4.1496,1008.8,96.684,5.1284,33.772,1100.1,524.36,14.377,0.72324,67.162,168.71
4.2385,1009.3,96.743,5.1359,33.82,1100.1,523.99,14.38,0.78008,67.385,168.71
3.9975,1009.6,97.161,5.1162,33.615,1100.1,524.76,14.346,0.74611,67.928,168.47
3.9917,1009.7,96.811,5.1226,33.62,1099.7,524.56,14.331,0.59805,67.297,168.54
4.2277,1009.9,93.961,3.7761,23.387,1082.5,549.44,11.754,1.1465,83.819,134.06
4.5002,1010.2,90.598,3.8312,23.585,1084.7,549.73,11.882,1.1801,82.824,133.82
4.3771,1010.8,91.264,3.8257,23.523,1084.9,550.06,11.791,1.291,84.532,133.67
4.0772,1011.1,93.008,3.8324,23.49,1084.7,550.04,11.749,1.3579,84.284,133.67
4.1564,1011.4,91.269,3.8326,23.55,1084.6,550.06,11.708,1.5448,84.23,133.66
4.3561,1011.5,89.042,3.8405,23.567,1084.5,549.94,11.666,1.4927,84.27,133.6
4.4922,1011.9,87.454,3.8095,23.538,1083.9,550.17,11.65,1.4591,84.4,133.39
4.7781,1012.3,85.267,3.8687,23.891,1086,549.97,11.871,1.4289,84.566,134.85
4.7968,1012.6,85.359,4.9249,32.395,1096.1,527.46,13.908,1.046,69.818,161.72
4.8595,1012.9,87.436,4.9814,32.98,1100.4,527.27,14.106,0.72702,67.196,166.35
4.7803,1013,89.451,5.0784,33.603,1100.3,524.78,14.291,0.70584,66.522,167.89
4.8608,1012.7,91.391,5.0586,33.361,1099.9,525.83,14.211,0.64764,66.741,167.41
5.1055,1012.2,92.142,5.0703,33.4,1100.1,525.39,14.258,0.7261,67.591,167.31
5.4001,1011.4,91.838,5.0105,32.913,1099.9,527.27,14.107,0.7243,68.664,166.12
6.1384,1011.2,90.874,5.045,33.149,1100,526.29,14.156,0.74833,68.535,165.99
6.7452,1011.3,90.836,5.0136,32.925,1099.6,527.18,14.177,0.58526,69.365,165.16
7.1703,1011.5,90.377,5.0502,33.11,1100.1,526.63,14.19,0.3869,69.011,165.19
7.1935,1011.5,90.649,4.9923,32.702,1099.6,527.8,13.943,0.38302,69.339,164.59
7.141,1011.7,91.836,5.0294,32.838,1100,528.05,14.062,0.4768,68.264,164.49
6.8359,1011.9,93.755,5.1048,33.13,1100.1,526.87,14.148,0.36658,66.81,165.43
6.6964,1012,97.391,4.6012,29.1,1093,537.17,13.094,0.68755,72.014,152.42
6.5686,1012.3,99.081,3.8505,23.516,1083.4,549.86,11.837,1.2526,79.749,134.33
6.766,1012.6,98.214,3.8493,23.622,1083.6,549.82,11.83,1.2259,78.728,134.39
6.8864,1012.8,96.277,3.8109,23.529,1082.9,550.17,11.693,1.3947,80.432,132.98
7.0153,1012.8,93.967,3.812,23.673,1083.6,549.97,11.788,1.3772,81.124,133.64
5.8524,1013.1,95.079,3.7753,23.425,1083.3,550.13,11.71,1.535,82.45,133.68
5.1642,1013.5,96.379,3.8051,23.349,1083,550.03,11.717,1.5029,83.62,133.71
5.1003,1013.8,95.851,3.785,23.412,1083.3,549.88,11.694,1.523,82.717,133.69
5.4117,1014.1,94.553,3.8377,23.564,1083.9,550.13,11.671,1.3154,81.337,133.7
5.4251,1014.4,92.932,3.8543,23.596,1084.1,549.92,11.648,1.3044,82.128,133.58
5.2061,1014.9,92.304,3.8067,23.389,1082.9,549.76,11.737,1.4943,83.555,132.88
5.016,1015.4,92.343,3.8605,23.8,1085.5,550.04,11.797,1.3298,83.799,134.81
5.1759,1016.1,92.406,3.9132,24.034,1086.3,549.92,11.934,1.2033,81.818,135.85
5.3294,1016.5,92.455,5.3054,35.271,1099.9,519.9,14.574,0.7247,61.194,170
5.7167,1016.8,92.226,5.1186,33.581,1099.8,525.5,14.308,0.27986,64.141,166.88
5.9797,1016.5,91.827,5.1636,34.047,1100.1,524.15,14.33,0.24955,63.619,167.73
6.6103,1015.8,92.305,5.1187,33.33,1100.3,527.02,14.262,0.72629,64.187,165.56
7.825,1015.6,90.107,5.0081,32.656,1100,528.91,14.057,0.99148,66.376,163.14
8.208,1015.8,88.994,5.0298,33.049,1100.1,527.68,14.142,1.105,66.633,164.07
8.3568,1016.3,88.822,5.0666,33.309,1099.9,526.57,14.168,1.0866,64.463,164.54
7.9557,1016.3,89.168,5.0082,33.023,1099.9,527.78,14.096,0.43621,64.451,164.34
7.1863,1016.5,88.609,5.0975,33.587,1100,525.68,14.196,0.71448,64.59,166.19
6.7158,1016.9,90.468,5.1245,33.69,1100.2,525.26,14.221,0.36302,61.948,166.32
6.2824,1016.9,91.06,3.8709,23.789,1084.7,550.04,11.855,1.0581,80.275,134.36
5.7675,1016.9,90.649,3.9243,23.822,1085,550.17,11.845,1.1314,81.997,133.73
5.2219,1017,90.749,3.8819,23.844,1085.1,550.25,11.981,1.1797,83.388,134.01
5.1186,1017.1,91.706,3.9099,23.778,1084.8,550.02,11.888,1.2857,82.564,133.52
5.0959,1017.4,91.485,3.9155,23.921,1086.1,549.81,11.916,1.0824,82.095,134.51
5.2282,1017.2,91.809,3.913,23.725,1085.1,550.03,11.757,1.1461,82.015,133.62
5.2353,1017,91.344,3.9399,23.886,1086,550.09,11.91,1.2032,82.097,134.24
5.0342,1016.9,91.785,3.9485,23.808,1085.1,549.85,11.843,1.2123,82.877,133.68
5.1305,1016.7,91.581,3.9416,23.821,1084.9,549.81,11.837,1.2297,82.717,133.67
5.1481,1016.3,91.441,3.952,23.832,1085,550.36,11.847,1.1897,82.197,133.68
5.4407,1015.9,92.715,3.9586,23.92,1085.2,550.02,11.858,1.1796,82.349,133.68
5.9846,1015.9,93.323,3.8956,23.816,1084.6,549.8,11.768,1.2097,80.449,133.51
6.4945,1016.3,91.186,3.9151,23.86,1085.1,550.13,11.8,1.2364,81.712,134.08
6.5905,1016.5,90.672,3.8694,23.617,1083.8,550.31,11.804,1.2624,80.31,132.86
7.2289,1016.5,89.096,4.7425,30.418,1096.6,534.49,13.468,0.78908,69.564,155.63
8.1818,1016.7,87.786,5.0207,32.413,1099.8,529.61,14.013,0.75563,65.457,162.25
9.6763,1015.5,79.672,5.0671,32.521,1100.2,529.02,14.066,0.7595,66.736,161.63
10.554,1014.9,74.871,3.8701,23.672,1084,549.89,11.777,1.1056,77.664,133.56
11.046,1014.6,71.695,4.3033,26.872,1089.3,542.23,12.637,0.74857,73.889,143.17
11.082,1014.4,74.991,5.0218,32.192,1100.2,530.31,13.833,0.27395,65.291,160.6
10.897,1014,71.986,4.5874,28.999,1091.6,536.27,12.998,0.64798,70.924,149.96
10.604,1013.6,75.608,4.3572,27.36,1090.3,540.93,12.723,1.1709,73.32,144.93
10.132,1013.6,79.039,5.0397,32.363,1099.8,529.66,13.872,0.80105,66.412,161.68
10.024,1014,82.681,4.15,25.697,1089.4,546.16,12.343,1.1427,74.599,141.03
10.009,1014,81.026,4.2026,26.103,1089.6,544.81,12.397,1.084,74.253,142.27
9.8537,1014,79.263,3.7994,23.265,1080.3,549.19,11.677,1.7992,84.625,131.73
9.8118,1014.1,79.93,3.9049,24.071,1086.7,549.86,12.017,1.3541,79.175,135.5
9.6955,1013.8,82.76,3.9079,24.096,1086.5,550.17,11.975,1.3677,77.57,135.56
9.5991,1013.6,83.445,3.9095,24.101,1086.7,550.15,11.952,1.3124,77.305,135.61
9.359,1013.6,84.631,3.9003,24.094,1086.5,550.02,12.014,1.1575,76.56,135.48
9.2014,1013.7,82.96,3.829,23.729,1084.1,550.09,11.948,1.2238,76.82,133.66
9.0852,1013.6,81.814,3.8314,23.876,1084.9,549.87,11.901,1.1778,76.97,134.08
8.9575,1013.5,81.079,3.8115,23.765,1084.7,550.05,11.876,1.2193,77.148,133.67
8.8845,1013.6,80.795,3.8097,23.758,1084.6,550.18,11.851,1.2218,77.136,133.67
8.7066,1013.7,79.63,3.8153,23.658,1084.3,549.99,11.826,1.3421,77.281,133.65
8.8455,1014.1,78.534,3.8254,23.639,1084.2,549.83,11.807,1.346,77.08,133.67
8.7519,1014.4,79.748,3.8413,23.807,1085.1,549.88,11.822,1.4515,78.718,134.55
8.6391,1015.1,83.28,3.7947,23.594,1083.7,549.91,11.811,1.2833,77.326,133.44
8.6229,1015.3,84.872,3.8603,23.973,1086.2,550.01,11.906,1.1696,76.773,135.47
9.1053,1015.3,74.875,4.2184,26.931,1089.9,542.99,12.601,0.95229,74.484,143.25
9.141,1015.2,78.056,5.4009,35.881,1099.9,517.77,14.63,0.60193,67.088,168.78
8.8335,1015.1,78.22,4.8809,31.723,1096.6,528.35,13.904,0.91958,71.441,159.76
9.2317,1015,67.378,5.1136,33.265,1100,526.29,14.145,0.5253,67.771,163.82
9.5031,1015.1,63.407,5.01,32.622,1100,528.64,14.015,0.5239,68.176,162.49
8.8846,1015.6,71.515,4.431,28.354,1093,539.06,12.909,0.80006,73.221,149.47
8.3176,1015.7,73.958,3.8079,23.688,1085,549.58,11.896,1.2622,78.636,134.76
7.8225,1015.9,75.416,3.7741,23.591,1084.2,549.83,11.737,1.547,79.409,134.77
7.096,1016.4,84.488,3.8012,23.787,1086,550.14,11.857,1.5844,79.477,136.16
6.5748,1016.6,89.068,3.7691,23.534,1084.5,549.91,11.815,1.632,79.534,135.01
6.3669,1016.8,87.91,3.8331,23.744,1085.9,549.93,11.869,1.3396,81.927,134.78
6.019,1017.1,85.871,3.8398,23.893,1086.7,550.17,12.014,1.3774,82.058,135.43
5.2055,1017,83.81,3.8242,23.867,1086.5,549.88,12.006,2.1596,82.995,135.5
4.7427,1016,82.98,3.8326,23.591,1085.1,549.89,11.818,0.91629,83.451,133.67
4.6404,1016.3,82.845,3.8403,23.482,1084.9,549.8,11.776,0.99954,84.376,133.67
4.5034,1016.7,82.384,3.8269,23.304,1084.2,550.08,11.756,1.0983,83.143,133.12
4.5008,1017.1,82.671,3.8604,23.466,1084.9,549.78,11.818,0.85705,83.895,133.68
5.1002,1017,81.239,3.8774,23.596,1085.3,549.93,11.837,1.0698,84.448,133.68
6.299,1016.8,77.651,3.8723,23.597,1085.3,550.09,11.859,1.8179,83.82,133.68
7.0567,1016.6,75.625,3.7628,23.322,1083.4,550.07,11.881,2.4273,86.329,133.67
7.7453,1016.1,72.159,3.7817,23.431,1083.6,549.95,11.903,1.7315,81.513,133.67
8.106,1015.7,66.687,3.786,23.446,1083.4,549.87,11.925,0.91562,82.258,133.68
8.1465,1015.5,63.686,3.7951,23.54,1084,549.68,11.888,1.0652,80.817,133.8
8.1627,1015.3,63.135,3.7948,23.577,1083.7,549.89,11.792,1.0936,79.831,133.65
7.9658,1015.1,64.983,3.7916,23.629,1083.8,549.99,11.75,0.90517,79.056,133.66
7.2061,1015.3,69.526,3.753,23.515,1082.6,549.77,11.632,0.84046,82.803,133.56
6.1806,1015.5,73.457,3.7844,23.541,1083.3,549.92,11.73,0.67947,80.772,134.3
5.2588,1015.8,76.63,3.7319,23.501,1083.2,550.09,11.683,0.777,79.877,134.36
4.6801,1016,78.345,3.7878,23.545,1083.9,550.15,11.86,0.76536,81.78,134.68
4.4363,1016.1,78.609,3.8545,23.611,1084.6,550.09,11.899,0.89681,82.093,134.04
4.4067,1016.2,79.151,3.842,23.584,1084.4,549.73,11.858,0.98553,83.095,134.22
4.0644,1016.2,80.788,3.8398,23.454,1084.1,549.99,11.808,0.77218,81.994,133.91
3.6613,1016.3,82.189,3.8753,23.657,1085.2,550.09,11.91,0.77855,82.681,134.34
3.4304,1016.2,82.472,3.8578,23.48,1084.5,549.73,11.908,0.92697,83.471,133.67
3.1848,1016.2,82.39,3.873,23.597,1084.8,549.94,11.84,1.2194,83.517,134.3
2.9468,1016.2,82.461,3.8303,23.325,1084,550.15,11.822,1.6122,83.869,133.66
2.5856,1016.3,83.449,3.8485,23.558,1084.7,549.65,11.799,1.3361,85.777,133.67
2.3981,1016.5,83.047,3.8981,23.642,1085.5,549.74,11.742,0.86218,88.004,133.67
2.3323,1016.9,82.301,3.9163,23.533,1085.3,549.9,11.709,1.1764,88.6,133.45
2.3419,1017.4,81.786,3.9062,23.471,1085.3,550.16,11.846,1.486,86.622,133.5
2.8864,1018,82.831,3.9389,23.589,1086,550.26,11.818,1.1403,84.868,133.57
4.286,1018.4,79.291,4.7088,29.99,1095.5,534.69,13.432,0.56107,74.056,154.88
5.3698,1018.9,75.632,5.1149,33.3,1100,526.12,14.201,0.97808,68.885,165.36
6.6413,1018.8,74.941,5.0552,32.588,1100.3,528.71,14.151,1.2659,72.15,163.43
7.7326,1018.6,68.226,5.1323,33.135,1100.1,526.34,14.183,0.61821,69.996,164.35
8.0233,1018.5,68.07,5.0017,32.405,1100,528.66,13.993,0.099713,68.287,163.23
7.9698,1018.5,65.168,5.1206,33.261,1099.7,525.95,14.226,0.11349,66.365,164.95
7.8002,1018.5,66.504,5.0613,32.82,1100,526.95,14.219,0.13771,66.693,164.45
6.2488,1019.7,71.271,4.9909,32.521,1100.1,527.3,14.027,0.053833,67.616,165.3
4.9889,1020.4,78.892,4.7961,31.02,1096.4,530.83,13.606,0.08106,69.228,160.35
5.2592,1021,74.528,3.7552,23.075,1083.2,550.11,11.698,0.84447,82.929,134.06
5.4882,1021.4,76.644,3.7435,23.275,1083.9,549.87,11.813,1.3041,84.374,134.49
5.5021,1021.5,78.915,4.9731,32.395,1098,527.38,13.991,0.548,67.925,162.66
5.2458,1021.5,77.855,4.4496,28.48,1091.6,536.69,13.098,0.9539,74.718,151.26
4.8703,1021.4,80.508,3.7381,23.123,1083.5,549.96,11.679,1.3425,85.455,134.45
4.4546,1021.2,82.186,3.7083,22.942,1082.5,550.06,11.684,0.94243,85.769,133.6
4.1162,1021,81.465,3.7844,23.363,1084.8,550.09,11.803,0.78094,85.029,134.66
3.7782,1021,81.302,3.8672,23.587,1086.1,550.33,11.859,0.82379,84.898,134.66
3.6309,1020.8,80.602,3.868,23.552,1085.9,550,11.826,0.7402,85.183,134.66
3.2926,1021.2,81.57,3.8579,23.507,1085.8,550.03,11.793,0.75188,86.806,134.66
3.2833,1021.6,81.89,3.8664,23.486,1085.7,550.15,11.759,0.92589,87.816,134.49
3.1912,1021.9,77.917,3.8651,23.478,1085.6,550.04,11.847,0.99733,87.192,134.34
3.4002,1022.3,76.539,3.8401,23.322,1084.8,550.31,11.781,1.2207,88.039,133.39
4.1443,1022.2,74.524,3.7972,23.155,1083.1,549.42,11.737,1.5113,87.495,132.74
5.1362,1022.3,70.872,4.9871,32.407,1099.8,527.96,14.07,0.95454,69.938,164.11
5.9469,1022,67.97,4.8975,31.746,1099.8,529.86,14.02,0.84035,72.492,162.94
7.0062,1021.5,62.839,5.0925,33.1,1099.7,525.78,14.137,0.45167,71.043,165.03
7.8543,1020.9,59.189,4.9598,31.962,1100,530.81,13.925,0.084076,69.764,161.48
8.034,1020.5,60.675,5.1382,33.042,1099.5,526.75,14.273,0.19932,74.484,164.25
6.7981,1021.1,70.023,5.0905,33.14,1099.7,526.2,14.07,0.48936,66.315,165.79
5.74,1021.4,74.475,5.1665,33.858,1100,523.38,14.397,0.48672,64.87,168.01
4.9057,1021.5,78.65,4.0818,25.566,1086.8,544.39,12.38,0.97559,83.869,142.16
4.7055,1021.8,79.913,3.8916,23.732,1085.6,550.07,11.974,4.1412,99.956,134.32
4.695,1021.6,79.01,3.9221,23.621,1085.8,550,11.933,1.055,86.658,134.38
4.313,1021.4,80.193,4.8576,30.696,1097.4,532.73,13.629,0.0089313,68.808,156.63
4.1112,1021.5,80.651,4.1327,25.41,1086.5,544.42,12.328,0.019544,78.876,139.33
3.9896,1021.6,80.168,3.8217,23.154,1082.7,550.06,11.69,0.23187,84.81,132.53
3.3475,1021.5,81.738,3.8337,23.182,1083.2,550.07,11.746,1.0026,87.17,132.7
2.8071,1021.2,83.433,3.9011,23.449,1084.8,549.93,11.902,0.64249,87.233,133.46
2.4609,1020.8,83.85,3.8987,23.367,1084.4,550.11,11.858,0.59352,86.747,133.2
2.3284,1020.6,83.991,3.9112,23.436,1084.6,550.16,11.782,0.55125,87.676,133.35
2.2007,1020.6,83.187,3.8831,23.464,1084.9,550.16,11.784,0.95356,87.496,133.66
2.1163,1020.7,83.337,3.8915,23.422,1085,550.31,11.716,0.90934,87.062,133.57
2.4392,1020.7,83.212,3.9252,23.638,1086.2,550.09,11.85,0.90943,88.992,134.5
3.143,1021.1,82.666,3.9686,23.636,1086.2,549.98,11.943,0.77421,88.382,134.38
3.9261,1021,82.709,5.1328,33.499,1099.9,524.69,14.281,0.54643,66.837,167.16
5.1585,1020.7,84.435,5.0627,33.076,1100.2,526.98,14.227,1.029,70.286,165.32
6.9957,1020.3,77.675,5.1639,33.315,1099.8,526.51,14.132,1.7263,72.596,164.5
